menu_lang,zh_TW,zh_CN,en_US,vi_VN,ja_JP,ko_KR,th_TH,id_ID
event_fan_card_rules_title,QPP旨在打造最簡易的會員卡管理平台<br>無須高額成本，任何人皆可輕鬆製作會員卡並發行,QPP旨在打造最简易的会员卡管理平台<br>无须高额成本，任何人皆可轻松制作会员卡并发行,"The goal of QPP is to build the simplest membership management platform. With little cost, anyone can easily make and publish their own member card.","The goal of QPP is to build the simplest membership management platform. With little cost, anyone can easily make and publish their own member card.",QPPは、最も簡単な会員カード管理プラットフォーム<br>を目指しています。高額な費用はかからず、<br>誰でも簡単に会員カードを発行できます。,QPP의 취지는 가장 간편한 회원카드 관리 플랫폼을<br> 만드는 데에 있습니다. 고가의 비용 없이<br> 누구나 쉽게 회원카드를 만들 수 있으며 발행가능합니다.,"The goal of QPP is to build the simplest membership management platform. With little cost, anyone can easily make and publish their own member card.",QPP旨在打造最簡易的會員卡管理平台<br>無須高額成本，任何人皆可輕鬆製作會員卡並發行
event_fan_card_rules_dt_1,活動<wbr>說明,活动<wbr>说明,About Event,About Event,イベント<wbr>説明,이벤트 설명,About Event,活動<wbr>說明
event_fan_card_rules_dt_2,活動<wbr>時間,活动<wbr>时间,Event Time,Event Time,イベント<wbr>時間,이벤트 시간,Event Time,活動<wbr>時間
event_fan_card_rules_dt_3,獎金,奖金,Prize,Prize,賞金,상금,Prize,獎金
event_fan_card_rules_dt_4,活動<wbr>方式,活动<wbr>方式,How to Partici<wbr>pate,How to Partici<wbr>pate,参加<wbr>方法,이벤트 방식,How to Partici<wbr>pate,活動<wbr>方式
event_fan_card_rules_dd_1,我們正在徵求創意絕佳的會員卡，讓人一看就會想要成為你的粉絲！快來報名提出你超強的點子，即有機會帶走10萬元現金！,"我们正在征求创意绝佳的会员卡，让人一看就会想要成为你的粉丝！快来报名提出你超强的点子，即有机会带走3,500美元现金！","We are looking for the most creative member card that will make people absolutely love it at the first glance. Come on with your best idea and become the winner of 3,500 USD Big Prize!","We are looking for the most creative member card that will make people absolutely love it at the first glance. Come on with your best idea and become the winner of 3,500 USD Big Prize!","一目でファンになりたくなるようなクリエイティブな会員カードを探しています！ あなたの素晴らしいアイデアを登録してくれたら、＄3,500ドル現金を手に入れるチャンスがもらえるます！",보기만 해도 팬이 되고 싶은 창의적인 회원 카드를 구하고 있습니다！얼른 신청하여 무궁무진한 창의적인 아이디어를 제출하시면 3500 달러 현금을 획득할 기회가 있습니다！,"We are looking for the most creative member card that will make people absolutely love it at the first glance. Come on with your best idea and become the winner of 3,500 USD Big Prize!",我們正在徵求創意絕佳的會員卡，讓人一看就會想要成為你的粉絲！快來報名提出你超強的點子，即有機會帶走10萬元現金！
event_fan_card_rules_dd_2,2020/12/23 - 2021/01/20 23:59 <small>(GMT+8 台北時間)</small>,2020/12/23 - 2021/01/20 23:59 <small>(GMT+8 台北时间)</small>,2020/12/23 - 2021/01/20 23:59 <small>(GMT+8 Taipei Time Zone)</small>,2020/12/23 - 2021/01/20 23:59 <small>(GMT+8 Taipei Time Zone)</small>,2020/12/23 - 2021/01/20 23:59 <small>(GMT+8 台北時間)</small>,2020/12/23 - 2021/01/20 23:59 <small>(GMT+8 타이페이 시간)</small>,2020/12/23 - 2021/01/20 23:59 <small>(GMT+8 Taipei Time Zone)</small>,2020/12/23 - 2021/01/20 23:59 <small>(GMT+8 台北時間)</small>
event_fan_card_rules_dd_3,"第1名 台幣100,000元 <br> 第2名 台幣50,000元 <br> 第3名 台幣20,000元","第1名 3,500元美金 <br> 第2名 1,760元美金 <br> 第3名 700元美金","1st place 3,500 USD <br> 2nd place 1,760 USD <br> 3rd place 700 USD","1st place 3,500 USD <br> 2nd place 1,760 USD <br> 3rd place 700 USD","1位 ＄3,500ドル <br> 2位 ＄1,750ドル <br> 3位 ＄700ドル",1등 3500달러 <br> 2등 1750달러 <br> 3등 700달러,"1st place 3,500 USD <br> 2nd place 1,760 USD <br> 3rd place 700 USD","第1名 台幣100,000元 <br> 第2名 台幣50,000元 <br> 第3名 台幣20,000元"
event_fan_card_rules_dd_4,<span>發想創意</span><span>創建卡片</span><span>分享連結</span>,<span>发想创意</span><span>创建卡片</span><span>分享连结</span>,<span> Brainstorm </span><span> Card Creation </span><span> Share Link </span>,<span> Brainstorm </span><span> Card Creation </span><span> Share Link </span>,<span>アイデア発想</span><span>カード作成</span><span>リンク共有</span>,<span>발상 창의</span><span>카드 생성</span><span>링크 공유</span>,<span> Brainstorm </span><span> Card Creation </span><span> Share Link </span>,<span>發想創意</span><span>創建卡片</span><span>分享連結</span>
event_fan_card_rules_li_1,於QPP內發想創意卡片，即可參加競賽搶獎金。,于QPP内发想创意卡片，即可参加竞赛抢奖金。,Use your best idea to create a card in QPP for this challenge.,Use your best idea to create a card in QPP for this challenge.,QPP内でクリエイティブカードを作成すると、コンテストに参加する資格が成立し、賞金を奪うチャンスがゲットです。,QPP에 창의적인 카드를 만들면  바로 챌린지에 참석하여 상금을 획득 가능합니다.,Use your best idea to create a card in QPP for this challenge.,於QPP內發想創意卡片，即可參加競賽搶獎金。
event_fan_card_rules_li_2,透過分享 QRcode、連結或其他宣傳，讓大眾領取卡片成為粉絲。,透过分享QRcode、连结或其他宣传，让大众领取卡片成为粉丝。,"Promoting your card via QR Code, links or other ways, then make users take the card and become your fans.","Promoting your card via QR Code, links or other ways, then make users take the card and become your fans.",QRコード、リンク、またはその他の宣伝を共有することで皆にカードを受け取り、ファンになってください。,"QR코드 공유, 연결, 기타 홍보를 통해 대중에게 카드를 받아가며 팬이 될 수 있게 합니다.","Promoting your card via QR Code, links or other ways, then make users take the card and become your fans.",透過分享 QRcode、連結或其他宣傳，讓大眾領取卡片成為粉絲。
event_fan_card_rules_li_3,活動截止後，粉絲數最多的前 3 名將可獲得獎金，於活動結束後公告於網頁上。,活动截止后，粉丝数最多的前 3 名将可获得奖金，于活动结束后公告于网页上。,"The top 3 users with the most fans win the challenge. By the end of the event, we will announce the results on the official website.","The top 3 users with the most fans win the challenge. By the end of the event, we will announce the results on the official website.",イベント終了後、ファン数が最も多い上位3名に賞金をプレゼントします。（イベント終了後にウェブサイトで発表します。）,이벤트 종료 후에 팬 수가 가장 많은 전 3위에게 상금이 지급되며 이벤트 종료 후에 웹페이지에서 공지할 예정입니다.,"The top 3 users with the most fans win the challenge. By the end of the event, we will announce the results on the official website.",活動截止後，粉絲數最多的前 3 名將可獲得獎金，於活動結束後公告於網頁上。
event_fan_card_rules_li_4,活動期間內於 QPP創建之卡片皆視為同意參賽，官方將進行卡片審核，若有違反規範，將自動取消資 格，恕不另行通知。,活动期间内于QPP创建之卡片皆视为同意参赛，官方将进行卡片审核，若有违反规范，将自动取消资格，恕不另行通知。,"During this event, any card created in QPP will be seen as agreed to participate in the event, and inspected by officials. We will automatically disqualify you if the card violates related regulations without sending any notices.","During this event, any card created in QPP will be seen as agreed to participate in the event, and inspected by officials. We will automatically disqualify you if the card violates related regulations without sending any notices.",イベント期間中にQPPで作成されたカードは、コンテストへの参加に同意したものとみなされ、公式に審査されます。ルールに違反した場合は、予告なしに失格となります。,"이벤트 기간 동안 QPP에서 카드를 생성하면 모두 경기에 참가 승낙한 것으로 하며, 공식적으로는 카드심사를 진행하며, 규범을 위반할 경우 자동 실격되며, 별도 통지하지 않을것입니다.","During this event, any card created in QPP will be seen as agreed to participate in the event, and inspected by officials. We will automatically disqualify you if the card violates related regulations without sending any notices.",活動期間內於 QPP創建之卡片皆視為同意參賽，官方將進行卡片審核，若有違反規範，將自動取消資 格，恕不另行通知。
event_fan_card_rules_more,※ 更多相關說明請見,※ 更多相关说明请见,"※ For more information, please check ","※ For more information, please check ",※ その他,※ 보다 많은 관련 설명은,"※ For more information, please check ",※ 更多相關說明請見
event_fan_card_rules_more_2,,,,,,을 확인하여 주시길 바랍니다.,,
event_fan_card_rules_notice,〈注意事項〉,〈注意事项〉,(Notice),(Notice),〈注意事項〉,〈주의 사항〉,(Notice),〈注意事項〉
event_fan_card_rules_enter,馬上參賽,马上参赛,Join Now!,Join Now!,今すぐ入力,지금 입력하세요,Join Now!,馬上參賽
event_fan_card_rank_title,※ 排行榜每小時更新一次,※ 排行榜每小时更新一次,※ Ranking updates every hour,※ Ranking updates every hour,※ ランキングは一時間ごとに更新されます,※ 랭킹 정보는 1시간 마다 경신합니다,※ Ranking updates every hour,※ 排行榜每小時更新一次
event_fan_card_rank_username,暱稱,昵称,Username,Username,ニックネーム,닉네임,Username,暱稱
event_fan_card_rank_area,區域,区域,Area,Area,エリア,구역,Area,區域
event_fan_card_rank_fans,索取數,索取数,Cards Shared,Cards Shared,入手数,받아 내는 횟수,Cards Shared,索取數
event_fan_card_example_title_1,創建教學,创建教学,Tutorial,Tutorial,作成説明,생성 절차 안내,Tutorial,創建教學
event_fan_card_example_title_2,分享教學,分享教学,Share Tutorial,Share Tutorial,シェア説明,공유 안내,Share Tutorial,分享教學
event_fan_card_example_title_3,使用情境,使用情境,Usage Case,Usage Case,使う例,사용 정경,Usage Case,使用情境
event_fan_card_example_tutorial_title,跟著以下三步驟，<br>創建粉絲卡開始拚獎金唷！,跟着以下三步骤，<br>创建粉丝卡开始拼奖金唷~,3 simple steps to create your fan card. Win the big prize!,3 simple steps to create your fan card. Win the big prize!,以下の3つのステップに従って<br>ファンカードを作成し、<br>賞金のために戦い始めましょう！,아래 3까지 스텝을 따라서<br>팬 카드를 생성하여 상금을 획득하세요~,3 simple steps to create your fan card. Win the big prize!,跟著以下三步驟，<br>創建粉絲卡開始拚獎金唷！
